"HomeOff","Age","NoKids","Introv","Satisf","Prod"
1,41,1,0.325,7,39.295
0,48,0,0.279,4,21.611
1,37,1,0.469,7,45.835
0,31,2,0.411,3,33.325
0,51,1,0.214,6,29.425
1,53,1,0.411,5,23.653
0,39,1,0.299,6,52.733
0,49,1,0.239,5,25.068
1,64,0,0.304,8,23.321
0,53,0,0.223,5,27.138
0,33,3,0.499,6,53.485
0,48,1,0.241,4,35.173
1,59,0,0.459,8,37.915
1,50,0,0.587,7,44.073
1,59,1,0.34,7,36.778
0,36,2,0.389,2,26.197
0,36,0,0.24,5,22.864
0,64,1,0.488,7,45.683
0,33,1,0.342,3,32.778
0,60,1,0.152,5,29.86
0,62,2,0.483,5,47.503
0,39,0,0.423,3,7.325
0,35,1,0.331,3,21.294
1,39,1,0.754,6,27.309
0,49,2,0.508,5,57.659
0,56,1,0.358,4,24.37
0,38,2,0.198,5,34.294
0,55,2,0.312,7,45.659
0,53,2,0.194,4,37.947
1,64,1,0.347,6,27.455
1,28,0,0.207,4,28.957
0,36,1,0.429,5,27.25
0,60,2,0.165,6,44.443
0,38,1,0.404,4,33.718
1,56,0,0.358,7,45.79
1,59,0,0.481,7,35.874
1,31,0,0.47,4,20.853
0,29,0,0.294,2,19.657
0,58,4,0.151,6,62.079
1,41,0,0.556,6,30.62
0,62,2,0.333,7,51.326
0,37,1,0.526,6,44.303
0,33,3,0.28,4,56.61
0,38,2,0.36,3,26.631
0,59,1,0.24,5,22.36
0,41,1,0.321,5,39.583
0,61,0,0.871,6,20.855
1,43,0,0.676,4,15.304
0,52,1,0.508,4,24.552
1,28,0,0.354,5,26.375
0,36,2,0.321,5,47.496
1,63,1,0.304,8,40.828
0,26,0,0.22,5,41.55
0,27,0,0.32,3,19.28
0,36,2,0.618,4,35.572
1,37,0,0.291,6,28.859
0,28,0,0.223,4,22.978
1,63,0,0.552,7,32.294
0,38,1,0.18,3,28.156
0,27,0,0.206,3,25.651
1,29,0,0.352,6,33.573
0,32,1,0.289,4,34.134
1,59,1,0.214,7,48.022
1,64,1,0.303,7,27.691
0,27,0,0.396,3,24.474
1,30,0,0.341,5,19.716
0,64,3,0.348,6,43.041
0,37,4,0.677,5,72.063
0,51,2,0.582,5,41.047
0,43,1,0.699,4,37.258
1,49,0,0.201,6,26.414
0,62,1,0.189,8,48.624
0,57,3,0.666,5,42.996
0,40,4,0.412,4,60.21
0,31,2,0.393,2,38.782
1,45,0,0.478,7,18.022
1,44,1,0.458,5,38.324
0,32,2,0.599,5,42.622
0,51,3,0.147,4,44.071
0,56,4,0.455,4,59.323
0,53,4,0.204,6,64.464
0,61,2,0.644,6,36.42
0,51,2,0.135,6,49.562
0,25,0,0.353,4,32.094
0,49,1,0.523,4,21.556
0,38,1,0.334,6,53.267
0,29,0,0.126,4,33.034
0,63,3,0.493,5,40.56
0,42,1,0.476,4,41.641
0,43,2,0.5,3,27.859
0,62,1,0.335,8,45.48
0,27,0,0.104,4,23.763
1,28,0,0.613,5,32.457
0,32,4,0.285,5,77.919
0,26,0,0.276,4,28.99
0,55,2,0.387,3,35.863
0,50,3,0.439,5,55.773
1,59,0,0.653,7,38.715
1,27,0,0.373,4,19.23
0,50,1,0.191,6,42.587
0,48,0,0.486,5,19.232
0,34,3,0.313,4,56.701
1,36,1,0.496,7,44.467
0,41,3,0.26,5,46.448
1,53,0,0.707,7,42.224
0,38,2,0.187,4,34.919
0,47,2,0.336,5,51.505
1,44,0,0.625,5,24.249
0,45,1,0.616,3,22.838
0,26,0,0.338,4,29.499
1,29,0,0.519,4,17.763
1,57,1,0.239,8,43.328
1,47,0,0.342,6,29.243
1,30,0,0.178,5,27.628
1,64,0,0.559,7,30.845
0,57,0,0.426,6,16.676
0,31,3,0.441,4,55.158
0,47,2,0.183,5,45.301
0,38,1,0.475,3,27.048
0,50,2,0.235,7,48.062
0,56,0,0.482,5,24.418
1,25,0,0.53,7,36.41
1,63,1,0.2,8,39.406
1,40,0,0.699,6,37.945
0,35,1,0.62,4,23.156
0,28,0,0.461,3,14.637
1,49,0,0.451,7,34.265
0,44,0,0.482,5,36.152
0,57,0,0.566,5,27.096
0,59,1,0.418,7,39.764
0,35,1,0.354,4,33.677
0,41,2,0.216,3,34.811
1,42,0,0.603,5,18.025
0,39,1,0.24,5,21.96
0,62,2,0.211,5,46.739
0,59,2,0.556,6,33.794
0,29,0,0.663,5,29.55
1,55,0,0.522,6,26.628
1,30,0,0.438,5,35.334
0,53,1,0.786,5,30.252
1,26,0,0.427,6,33.899
0,53,1,0.309,5,32.421
1,57,0,0.213,8,36.828
0,42,1,0.145,2,21.075
0,55,1,0.394,6,34.233
0,39,1,0.415,3,31.625
1,51,0,0.306,8,37.676
0,56,1,0.32,4,16.532
1,62,1,0.293,9,35.212
0,58,1,0.218,6,40.127
1,42,0,0.395,6,29.847
0,47,4,0.228,6,73.614
0,59,2,0.293,5,38.849
0,53,1,0.561,5,38.977
0,62,4,0.188,5,53.55
0,55,1,0.471,5,30.319
0,61,1,0.215,6,36.623
0,48,4,0.153,5,66.671
0,28,0,0.368,4,40.562
0,30,0,0.191,5,27.991
0,44,2,0.2,5,50.441
0,33,0,0.424,4,24.881
0,53,2,0.458,5,35.132
0,39,2,0.256,4,29.177
0,35,2,0.449,5,46.197
0,32,0,0.499,4,30.018
1,58,0,0.319,7,42.625
0,36,1,0.203,5,25.235
0,46,1,0.125,6,36.059
1,29,0,0.111,5,28.495
0,56,1,0.424,5,27.999
0,32,1,0.275,4,34.324
1,57,0,0.467,8,38.463
1,31,1,0.525,7,32.726
0,46,3,0.161,4,40.43
1,55,0,0.591,9,49.756
0,50,2,0.381,5,44.558
0,48,2,0.342,5,41.401
0,28,0,0.314,2,13.934
0,57,1,0.403,5,39.304
0,33,3,0.251,5,47.438
0,40,2,0.623,4,46.019
1,56,0,0.776,7,40.713
0,32,0,0.535,3,19.379
0,29,0,0.394,5,25.972
0,55,1,0.357,4,30.32
1,36,0,0.746,4,16.643
0,64,3,0.378,6,55.436
0,48,0,0.376,4,12.344
1,62,0,0.185,7,25.368
0,55,0,0.35,5,27.989
0,37,1,0.494,3,27.462
0,61,1,0.292,5,14.609
0,54,2,0.228,6,41.955
0,58,2,0.148,6,38.509
0,52,1,0.248,4,21.525
0,45,3,0.321,6,56.223
0,56,1,0.449,6,24.84
1,26,0,0.168,4,29.478
1,53,0,0.147,6,22.29
0,39,1,0.634,5,40.905
0,59,0,0.371,6,27.283
0,61,3,0.32,6,50.363
1,36,0,0.193,6,39.567
0,43,0,0.289,5,28.425
0,63,2,0.621,6,37.521
0,35,2,0.325,3,26.844
0,55,2,0.388,5,44.222
1,37,0,0.492,6,32.774
0,38,1,0.347,5,46.989
0,48,1,0.694,5,31.598
0,57,0,0.4,7,36.591
0,31,1,0.212,3,25.969
0,38,0,0.473,5,32.918
0,41,1,0.29,3,39.723
0,46,0,0.183,5,19.524
0,51,2,0.552,6,40.407
0,47,1,0.298,5,28.214
0,38,1,0.504,5,33.585
0,37,1,0.638,5,40.449
0,39,3,0.151,4,48.512
0,47,4,0.321,4,58.141
0,37,2,0.449,4,46.132
0,35,2,0.49,5,46.196
0,36,0,0.214,5,22.545
0,50,0,0.355,4,28.168
0,56,1,0.407,6,36.284
1,58,0,0.401,8,32.272
1,28,0,0.378,5,25.818
0,60,2,0.307,6,41.682
0,29,0,0.4,4,20.349
0,61,2,0.339,5,37.651
0,56,3,0.268,6,58.046
0,42,2,0.36,5,52.078
0,54,0,0.647,5,22.287
1,33,0,0.652,4,25.232
0,27,0,0.269,2,10.828
0,39,1,0.464,5,41.479
0,29,0,0.31,4,17.522
1,44,0,0.773,6,33.198
0,60,2,0.625,6,39.439
0,39,1,0.223,4,36.483
0,50,2,0.331,5,50.637
0,27,0,0.137,2,13.867
1,47,0,0.2,7,24.894
0,31,1,0.237,2,26.49
0,31,3,0.464,4,62.554
0,43,0,0.193,6,41.593
1,59,0,0.325,7,25.051
0,50,0,0.324,5,13.974
0,56,1,0.597,5,35.44
0,47,2,0.139,6,55.404
1,30,0,0.357,5,38.293
0,38,2,0.629,3,36.077
1,34,0,0.69,6,43.252
1,29,0,0.622,5,26.623
0,48,3,0.144,5,54.935
0,36,1,0.379,5,54.847
0,61,2,0.24,6,43.81
0,59,0,0.238,8,33.536
0,59,2,0.259,5,40.877
0,31,1,0.458,4,46.414
0,27,0,0.177,3,16.599
0,50,0,0.271,5,20.042
0,53,2,0.454,6,44.125
0,45,2,0.309,5,46.302
0,52,1,0.501,6,46.727
1,52,2,0.201,6,49.843
1,40,0,0.328,6,34.495
1,57,0,0.836,7,35.473
1,50,0,0.291,7,41.114
0,54,3,0.301,4,42.697
1,56,0,0.374,8,41.212
0,51,1,0.376,4,14.89
0,39,0,0.414,5,26.422
0,32,2,0.582,2,25.424
1,47,1,0.405,7,42.71
1,39,0,0.693,5,28.969
1,60,0,0.236,8,41.802
0,32,3,0.49,5,61.048
1,37,1,0.263,5,43.053
0,30,0,0.208,3,27.099
0,38,2,0.38,5,45.322
0,25,0,0.302,3,23.479
0,41,2,0.219,5,43.805
1,58,1,0.471,8,46.099
0,48,2,0.408,5,35.12
0,54,0,0.545,7,36.877
1,64,2,0.562,7,36.199
1,28,0,0.458,5,26.186
0,42,1,0.329,5,33.058
0,31,3,0.186,2,43.396
1,27,0,0.173,5,20.15
0,44,2,0.585,4,42.839
0,26,0,0.371,3,15.622
0,57,2,0.289,5,40.198
1,44,0,0.527,5,29.556
1,29,0,0.214,5,29.051
1,33,1,0.386,4,32.654
0,38,2,0.304,5,56.15
0,45,1,0.523,5,34.046
0,36,1,0.528,4,30.69
0,62,1,0.609,6,47.54
1,56,0,0.39,7,42.471
0,45,0,0.605,5,25.216
1,44,0,0.207,5,40.535
1,32,1,0.24,5,40.706
0,40,4,0.206,5,78.472
0,55,1,0.64,7,50.637
0,60,3,0.348,6,62.418
1,34,1,0.606,4,42.416
1,34,0,0.607,5,36.372
1,56,0,0.547,6,20.433
0,45,2,0.133,4,38.501
0,39,2,0.239,6,42.652
0,63,2,0.322,6,43.661
0,59,2,0.377,5,40.689
0,59,2,0.462,5,43.919
1,64,0,0.304,8,35.605
1,38,0,0.373,7,35.794
0,25,0,0.17,4,19.956
0,57,1,0.629,5,22.458
0,50,1,0.672,6,39.429
1,44,0,0.319,6,36.703
1,42,1,0.502,5,37.586
0,28,0,0.321,4,17.111
1,63,0,0.316,8,43.245
1,34,0,0.437,4,31.542
0,37,1,0.348,4,33.763
1,64,1,0.266,8,53.222
1,63,1,0.76,7,39.672
1,52,0,0.366,6,29.975
1,49,0,0.372,6,27.351
1,63,1,0.38,7,37.143
1,41,0,0.273,5,26.12
0,40,4,0.329,4,58.028
0,63,3,0.282,7,69.4
1,27,0,0.38,6,30.208
1,27,0,0.636,6,37.492
0,53,2,0.485,6,52.247
1,32,0,0.59,4,21.671
1,64,0,0.521,7,15.578
0,48,2,0.262,6,42.447
0,33,2,0.407,4,34.775
1,29,0,0.231,5,31.26
1,50,1,0.161,6,35.496
0,61,1,0.226,5,17.179
0,42,0,0.39,5,24.08
0,38,0,0.333,3,22.285
0,43,2,0.22,6,63.246
1,31,0,0.601,5,28.612
0,47,0,0.273,5,13.286
0,51,4,0.183,6,71.222
0,46,3,0.454,6,51.607
0,47,1,0.544,5,36.79
0,59,2,0.457,5,35.569
0,34,2,0.516,4,30.394
1,30,0,0.385,5,21.881
0,35,0,0.209,4,25.934
1,40,0,0.439,6,30.002
0,29,0,0.245,3,27.433
0,46,0,0.493,4,14.34
0,30,0,0.285,4,12.711
0,40,1,0.455,5,36.238
0,42,1,0.237,5,32.792
0,41,0,0.521,4,6.888
0,55,3,0.435,5,57.805
1,48,0,0.738,6,38.806
1,50,0,0.603,5,12.023
0,54,1,0.545,4,20.03
0,34,3,0.157,3,55.311
1,26,0,0.419,5,25.601
1,59,0,0.656,8,29.262
0,27,0,0.387,2,21.007
1,51,0,0.649,6,33.388
1,53,0,0.636,6,19.848
1,30,0,0.579,5,34.826
0,36,0,0.588,5,33.362
0,31,0,0.594,6,23.534
0,35,5,0.383,6,81.858
0,36,2,0.256,3,43.391
0,60,3,0.313,6,48.692
0,42,1,0.309,5,45.171
0,64,3,0.426,3,40.756
0,57,2,0.317,5,30.381
1,25,0,0.406,7,40.776
0,36,2,0.361,6,58.955
1,49,0,0.276,8,41.725
1,52,1,0.593,6,43.243
1,32,0,0.15,5,30.344
1,44,1,0.397,7,42.286
1,42,0,0.391,5,28.671
1,60,1,0.564,8,45.914
1,42,1,0.303,6,40.954
0,31,0,0.539,4,23.911
0,33,1,0.311,4,18.853
0,42,2,0.39,4,40.021
0,32,1,0.267,3,26.93
1,25,0,0.361,4,25.966
0,59,2,0.469,6,47.909
0,52,3,0.136,4,43.971
0,41,0,0.381,5,25.568
0,64,2,0.236,6,55.554
0,62,5,0.234,7,74.941
1,58,0,0.484,6,23.128
0,33,1,0.578,4,24.602
0,40,1,0.444,5,38.78
0,45,2,0.109,5,38.071
0,42,1,0.504,3,21.196
0,32,0,0.223,4,32.161
1,62,0,0.409,6,22.459
1,30,0,0.643,6,37.848
0,49,1,0.59,5,40.803
0,63,3,0.353,6,51.16
1,30,0,0.417,5,33.478
0,57,3,0.219,7,50.393
1,42,1,0.727,6,38.407
0,35,3,0.276,3,36.904
0,47,1,0.106,4,25.936
1,27,0,0.664,6,30.824
0,30,0,0.388,5,34.842
1,38,0,0.577,7,36.502
0,31,2,0.583,4,46.449
0,37,1,0.213,2,17.082
1,38,0,0.709,5,31.313
0,37,0,0.552,6,27.925
1,29,0,0.386,5,30.62
0,27,0,0.172,4,16.756
0,56,1,0.21,6,33.108
0,41,2,0.235,4,24.961
0,39,2,0.177,4,45.83
1,30,0,0.547,6,34.889
0,37,1,0.474,5,33.259
0,49,1,0.337,6,33.551
0,29,0,0.304,2,8.258
0,27,0,0.365,4,30.258
1,33,0,0.419,6,32.293
0,64,3,0.182,6,40.782
0,34,2,0.21,3,53.096
0,39,1,0.364,5,32.211
0,35,3,0.204,6,60.613
0,41,2,0.239,6,48.467
0,63,2,0.483,5,31.45
0,56,2,0.345,5,35.207
0,37,2,0.194,4,30.78
0,48,5,0.302,5,62.083
0,40,1,0.417,3,17.48
1,25,0,0.511,5,35.378
0,59,5,0.175,7,87.992
1,28,0,0.466,5,39.316
0,39,1,0.625,5,37.503
1,30,0,0.421,5,32.237
0,47,1,0.571,5,33.879
1,26,0,0.753,6,38.134
0,55,2,0.135,6,54.436
0,50,1,0.457,5,36.801
1,48,1,0.427,8,58.947
1,51,0,0.747,7,32.283
1,41,0,0.325,6,23.758
0,50,0,0.59,5,20.739
0,54,1,0.75,7,39.422
1,62,0,0.574,5,17.913
1,60,0,0.782,7,24.202
1,60,1,0.649,7,30.149
1,45,1,0.629,5,41.463
1,38,1,0.23,5,43.895
0,39,1,0.362,4,34.089
0,27,0,0.284,4,24.94
0,42,2,0.278,5,49.096
0,45,2,0.221,4,38.018
1,64,0,0.471,6,17.681
0,48,2,0.369,4,33.506
0,30,0,0.365,3,23.519
0,37,3,0.579,4,51.096
1,39,1,0.528,6,36.025
0,50,2,0.41,5,47.331
0,55,3,0.198,6,49.14
0,59,1,0.274,5,32.566
0,62,1,0.518,6,37.658
0,35,0,0.468,4,19.92
0,32,2,0.289,3,34.196
1,50,0,0.528,6,31.632
0,49,4,0.545,4,47.944
0,47,0,0.203,5,22.745
0,31,3,0.236,3,41.093
0,33,1,0.531,3,27.201
1,46,1,0.391,6,37.486
0,28,0,0.295,3,6.856
1,54,0,0.52,5,20.392
0,60,1,0.436,4,28.183
0,37,1,0.438,4,39.988
0,53,1,0.28,5,33.045
0,54,2,0.393,5,39.547
0,39,0,0.442,5,35.954
0,41,2,0.695,6,48.712
1,49,0,0.608,5,16.959
0,27,0,0.116,4,34.205
1,50,0,0.378,7,34.905
0,44,4,0.371,5,68.186
0,41,1,0.441,4,35.502
1,58,1,0.102,7,43.613
1,37,1,0.364,6,34.192
0,31,1,0.556,4,30.127
0,33,0,0.2,4,28.126
0,64,1,0.427,5,32.294
1,55,0,0.502,6,29.56
0,62,3,0.264,5,47.514
1,48,1,0.395,7,37.179
0,36,3,0.247,4,47.215
0,30,0,0.321,4,19.883
1,48,0,0.461,6,38.366
0,60,1,0.531,5,24.917
1,55,0,0.504,6,31.982
1,62,0,0.428,6,18.909
0,54,2,0.408,4,38.398
0,64,2,0.387,6,38.108
0,48,2,0.3,4,37.227
0,35,0,0.356,5,25.809
0,56,2,0.414,5,33.996
1,61,1,0.37,7,34.299
1,61,0,0.735,7,30.489
0,44,2,0.309,6,48.85
0,47,1,0.604,5,42.195
0,50,0,0.279,4,25.571
1,27,0,0.358,5,25.299
0,37,2,0.169,5,46.124
0,29,0,0.253,2,16.01
0,59,1,0.287,5,24.688
0,34,3,0.154,5,46.818
0,64,2,0.239,5,35.867
0,32,0,0.206,5,25.161
1,51,0,0.271,7,34.269
1,27,0,0.447,6,42.558
0,34,2,0.113,4,38.6
0,33,0,0.329,6,47.092
1,25,0,0.138,5,29.686
0,64,1,0.133,6,35.696
0,32,1,0.381,5,38.639
1,52,0,0.463,8,45.993
0,51,1,0.4,6,40.428
1,33,0,0.441,5,28.727
0,52,2,0.365,6,37.351
0,62,2,0.416,7,47.155
1,51,0,0.27,5,12.176
0,50,3,0.396,4,50.347
1,60,1,0.173,7,33.185
0,37,1,0.188,4,30.411
1,26,0,0.479,4,18.506
0,59,0,0.37,6,31.603
1,54,0,0.514,5,24.046
1,49,0,0.192,7,28.195
0,31,2,0.459,5,51.038
1,49,0,0.406,6,32.719
0,49,3,0.267,4,48.036
0,53,2,0.27,4,25.24
1,29,0,0.428,5,34.661
1,48,1,0.219,7,48.227
1,56,1,0.498,8,43.915
1,28,0,0.698,4,30.502
0,58,1,0.315,5,35.815
0,33,2,0.163,3,43.023
0,42,5,0.451,5,84.601
0,45,2,0.268,5,50.218
0,43,1,0.358,5,35.763
0,56,2,0.228,7,43.317
0,35,2,0.292,5,43.078
0,27,0,0.712,4,33.163
0,54,2,0.127,5,40.501
0,44,3,0.43,3,36.505
0,57,2,0.218,6,53.216
0,57,2,0.22,6,44.237
0,27,0,0.235,5,26.376
0,60,0,0.635,7,28.194
0,34,1,0.488,3,5.915
1,51,0,0.336,7,31.315
0,33,0,0.577,4,23.141
0,44,0,0.202,4,26.754
1,50,0,0.424,8,37.914
1,57,1,0.488,7,38.216
0,37,0,0.354,5,28.22
0,62,1,0.132,5,18.152
0,51,1,0.553,6,39.643
0,39,1,0.408,3,23.981
1,44,0,0.586,6,33.123
0,63,2,0.418,6,57.28
0,50,2,0.292,5,40.537
0,59,2,0.336,6,56.389
1,25,0,0.269,5,30.099
0,46,1,0.525,5,25.685
1,61,0,0.198,8,27.672
0,40,2,0.322,4,44.186
0,48,1,0.344,4,33.538
0,38,3,0.342,3,35.071
1,49,0,0.567,6,31.555
0,30,0,0.305,3,16.814
0,25,0,0.742,3,26.547
1,28,0,0.43,6,46.808
0,38,2,0.388,4,37.506
0,36,5,0.456,4,70.593
0,55,2,0.13,6,35.098
1,48,1,0.772,6,46.932
0,37,2,0.282,4,44.143
0,50,3,0.211,6,56.549
0,59,3,0.37,7,60.433
1,63,1,0.139,7,39.069
0,60,1,0.392,7,40.518
0,38,0,0.302,4,14.299
0,32,0,0.224,4,19.615
1,53,1,0.482,6,31.982
0,36,2,0.247,4,29.651
0,33,2,0.402,4,48.495
0,27,0,0.251,4,29.063
0,47,1,0.214,5,39.945
1,28,0,0.336,5,33.999
0,43,1,0.233,5,26.614
1,59,1,0.267,6,35.557
1,47,0,0.34,7,36.968
0,47,2,0.371,6,38.621
0,41,1,0.439,5,36.548
0,38,1,0.299,2,15.076
0,33,2,0.222,3,44.684
0,40,0,0.432,5,26.823
0,59,0,0.262,5,24.367
0,53,3,0.319,5,60.039
0,48,4,0.379,5,62.663
0,34,0,0.35,6,28.248
0,34,3,0.352,4,58.56
1,29,0,0.507,6,28.721
0,63,2,0.373,7,40.889
0,34,1,0.369,4,33.596
1,61,0,0.744,8,35.324
0,31,1,0.71,2,27.849
0,48,2,0.447,5,31.517
0,48,1,0.494,4,31.271
0,33,3,0.488,3,56.8
0,50,0,0.508,5,18.255
0,48,1,0.179,5,46.33
0,55,2,0.388,7,56.982
0,29,0,0.644,4,9.604
1,50,1,0.213,5,30.864
0,37,2,0.454,5,48.685
1,52,1,0.764,6,38.819
0,39,1,0.402,5,40.955
0,42,1,0.168,3,28.365
0,44,2,0.32,4,25.898
1,64,0,0.412,8,36.566
0,60,1,0.279,5,28.291
1,60,0,0.743,10,41.914
1,62,0,0.358,8,27.156
0,49,2,0.24,6,43.999
1,63,2,0.419,6,39.614
0,46,3,0.414,4,46.678
0,52,2,0.483,6,51.466
1,33,0,0.587,4,18.139
1,43,0,0.471,8,39.723
1,55,0,0.83,8,30.915
0,35,2,0.54,3,28.647
1,25,0,0.588,5,16.31
0,33,3,0.262,3,44.579
0,46,1,0.683,4,35.023
0,60,1,0.484,6,34.673
1,51,1,0.338,6,31.761
0,29,0,0.264,5,27.307
0,46,2,0.269,4,34.13
1,59,2,0.273,9,65.719
0,64,0,0.321,7,33.434
0,31,1,0.655,4,24.298
0,27,0,0.347,3,24.251
1,38,1,0.506,6,40.071
0,37,2,0.157,4,32.604
0,44,1,0.476,3,20.706
0,55,1,0.16,3,21.444
0,32,2,0.397,4,44.002
1,64,0,0.579,6,26.186
0,63,2,0.17,4,30.116
1,27,0,0.404,6,39.521
0,40,0,0.374,2,5.686
0,27,0,0.329,4,29.082
0,35,2,0.331,5,51.265
1,59,0,0.117,7,36.299
1,45,1,0.238,4,24.028
0,59,1,0.277,5,33.576
1,31,0,0.612,5,24.491
1,53,0,0.68,7,32.578
0,58,5,0.471,7,71.302
0,34,4,0.281,5,57.648
0,39,3,0.239,5,57.457
0,58,1,0.422,6,37.309
1,56,1,0.809,7,31.892
0,54,1,0.385,4,23.75
0,46,1,0.158,5,43.761
0,58,3,0.302,6,55.733
1,40,1,0.278,4,44.026
0,43,1,0.129,5,32.243
1,38,1,0.416,6,34.428
1,45,0,0.193,6,33.517
0,33,1,0.646,5,35.615
1,35,0,0.547,4,24.513
0,54,1,0.364,5,25.386
1,44,1,0.669,7,55.67
0,62,2,0.2,5,24.649
1,59,2,0.424,8,54.567
0,58,1,0.495,7,44.457
0,36,1,0.275,3,19.464
1,37,0,0.627,4,27.799
0,51,4,0.279,6,57.698
0,45,0,0.729,5,34.808
0,48,0,0.951,5,35.436
0,64,4,0.34,7,65.415
1,61,0,0.469,8,36.147
1,61,2,0.339,8,58.693
1,57,1,0.598,8,49.717
0,43,1,0.43,5,26.21
0,46,0,0.254,5,14.292
1,64,0,0.483,7,31.564
0,37,1,0.473,4,28.682
0,32,1,0.547,4,41.043
0,47,3,0.311,5,45.969
0,47,0,0.231,5,28.364
0,35,0,0.51,4,30.077
0,56,2,0.206,4,39.413
0,27,0,0.573,3,18.379
0,34,1,0.429,5,47.059
0,25,0,0.274,4,35.087
0,40,3,0.215,4,56.076
0,32,0,0.195,4,30.083
0,41,3,0.37,5,48.265
0,48,1,0.443,6,40.77
0,35,1,0.3,4,27.486
1,32,0,0.522,5,25.618
1,43,0,0.159,6,28.25
1,27,0,0.408,5,41.885
0,48,1,0.131,4,36.976
0,42,4,0.542,5,70.94
0,64,0,0.558,7,30.553
0,31,1,0.49,5,41.843
0,30,0,0.23,3,12.011
1,30,0,0.603,5,36.256
0,64,1,0.525,6,38.772
0,46,1,0.29,4,28.181
0,61,1,0.293,5,31.851
1,36,0,0.921,6,29.079
0,61,1,0.437,7,34.113
0,54,2,0.264,5,44.976
1,55,0,0.401,8,22.22
0,42,2,0.475,5,46.445
0,29,0,0.581,3,28.192
0,63,2,0.552,8,64.42
1,48,0,0.546,7,39.094
0,43,1,0.345,4,20.924
0,40,3,0.472,5,55.611
1,52,0,0.576,8,37.906
0,39,2,0.539,4,40.265
0,47,2,0.324,6,49.863
1,26,0,0.312,4,28.939
0,34,1,0.297,7,55.276
0,64,1,0.135,7,46.857
1,44,0,0.63,6,30.663
0,29,0,0.244,3,22.687
0,58,1,0.532,5,24.713
1,60,0,0.816,8,38.922
0,25,0,0.639,4,37.678
0,55,2,0.246,5,39.418
1,40,1,0.463,5,38.21
1,62,1,0.723,8,42.597
1,29,0,0.325,4,32.867
0,34,2,0.434,4,34.95
1,26,0,0.42,4,26.404
0,59,1,0.229,6,33.409
1,48,1,0.604,6,42.437
0,56,2,0.447,5,39.375
1,27,0,0.568,4,17.371
0,31,4,0.128,4,52.595
1,62,1,0.362,7,33.321
0,28,0,0.604,5,40.732
0,58,1,0.519,9,46.487
0,64,3,0.358,7,63.424
0,63,2,0.261,6,42.405
0,57,1,0.305,5,44.715
0,32,2,0.298,4,47.225
0,63,2,0.256,5,34.927
0,38,0,0.486,6,31.134
0,61,1,0.273,6,30.915
1,25,0,0.558,5,43.06
1,57,0,0.494,7,16.604
0,27,0,0.453,3,30.793
0,31,2,0.305,4,47.215
1,59,0,0.555,8,25.082
0,55,2,0.205,5,34.716
0,62,1,0.522,6,35.046
1,44,0,0.648,6,35.633
0,34,3,0.285,2,27.345
1,50,0,0.847,7,33.469
1,56,1,0.377,7,42.414
0,56,0,0.556,6,26.306
1,59,0,0.608,8,27.679
1,55,0,0.532,7,40.745
1,35,0,0.786,5,32.034
0,44,3,0.269,6,51.495
0,26,0,0.159,3,25.774
1,29,0,0.275,5,30.253
0,48,1,0.166,5,22.505
0,64,0,0.351,6,28.046
0,50,1,0.504,3,22.185
0,45,1,0.495,5,35.044
0,36,2,0.521,6,46.344
1,45,0,0.644,6,29.369
0,61,1,0.476,6,42.725
0,33,2,0.32,4,39.116
0,47,1,0.474,6,40.356
0,43,2,0.319,5,33.566
0,40,2,0.186,4,46.063
0,34,1,0.565,3,28.582
1,25,0,0.772,5,39.145
0,35,1,0.374,5,42.58
1,64,0,0.598,6,26.263
0,31,2,0.397,5,48.863
0,46,2,0.501,6,45.72
0,53,2,0.465,5,30.964
1,30,0,0.622,4,28.559
0,25,0,0.454,5,27.573
0,47,1,0.235,5,36.23
0,43,1,0.474,5,44.905
1,40,0,0.753,6,28.215
1,45,0,0.276,5,29.571
0,51,2,0.343,6,45.318
0,35,2,0.378,3,36.004
0,25,0,0.295,4,24.777
0,61,0,0.695,6,27.217
0,34,2,0.512,4,47.484
1,29,0,0.515,6,32.993
0,58,2,0.238,4,30.284
1,30,0,0.254,5,31.678
0,59,2,0.404,6,41.041
0,34,2,0.504,5,45.568
1,26,0,0.338,5,16.683
0,43,1,0.357,5,34.989
1,60,1,0.409,6,26.495
1,42,0,0.608,6,40.46
0,51,1,0.286,4,33.383
1,64,1,0.695,9,48.879
1,63,0,0.409,7,34.141
0,45,1,0.357,5,33.427
0,54,1,0.577,4,28.031
0,52,1,0.395,5,35.153
1,42,0,0.387,7,27.452
0,57,1,0.342,4,30.677
0,54,1,0.557,5,34.509
1,37,0,0.704,6,28.208
0,49,2,0.209,5,44.858
0,30,0,0.803,5,29.642
1,26,0,0.591,6,34.694
0,32,1,0.481,5,33.055
1,37,1,0.464,6,30.057
0,46,2,0.24,6,56.985
1,56,0,0.303,7,33.94
0,49,1,0.283,5,42.687
0,26,0,0.526,4,27.213
0,36,1,0.469,4,33.033
0,32,1,0.433,5,47.174
0,64,1,0.278,6,32.664
1,32,1,0.399,6,42.984
0,35,3,0.258,4,51.319
0,50,3,0.271,6,49.238
0,56,3,0.231,7,59.206
0,37,0,0.879,5,31.251
0,49,3,0.4,5,34.069
0,42,2,0.349,4,40.815
1,27,0,0.21,6,33.482
1,50,0,0.322,4,12.599
0,41,2,0.376,4,40.538
0,54,1,0.216,5,31.791
0,57,1,0.468,6,42.961
