Retention,FirstJob,Age,IndustryExperience,FlexibleWork,ExtrinsicReward,EducationLevel,PreConception,Internship,AdvancementOpportunities,JobSatisfaction
3.64,0,52,0,30.72,67092.48,2,0,0,2,5
5.46,0,34,0,49.5,70686.0,4,1,0,4,5
7.28,0,45,1,41.25,85758.75,1,1,0,6,7
1.83,1,24,0,63.0,63504.0,4,0,0,4,3
8.18,0,44,1,44.8,91069.44,1,1,0,6,8
6.37,0,49,0,38.25,78718.5,3,1,0,3,6
1.83,1,23,0,64.0,61824.0,2,0,0,2,3
3.64,0,32,0,54.4,73113.6,4,0,0,4,5
4.55,0,27,0,62.78,71192.52,3,1,1,3,4
8.18,0,56,1,34.32,88792.7,4,1,0,9,8
3.64,0,27,0,49.64,56291.76,4,1,1,4,3
0.01,1,22,0,45.0,41580.0,4,0,0,4,1
6.37,0,40,1,39.0,72072.0,2,1,0,7,6
4.55,0,33,0,43.55,60360.3,2,1,1,2,4
6.37,0,34,1,48.84,76717.87,1,1,1,6,6
4.55,0,32,0,48.96,65802.24,1,1,1,1,4
7.28,0,37,1,51.03,87230.68,1,1,1,6,7
0.01,0,22,0,51.48,47567.52,1,0,0,1,1
10.0,0,55,1,40.05,101767.05,3,1,0,8,10
8.18,0,43,1,46.17,91721.32,3,1,0,8,8
7.28,0,45,1,39.6,82328.4,3,1,0,8,7
5.46,1,28,0,68.0,79968.0,2,1,1,2,5
5.46,0,29,1,50.41,67539.32,4,1,0,9,5
5.46,0,34,0,52.8,75398.4,1,1,1,1,5
7.28,0,42,1,38.86,75403.94,4,1,0,9,7
6.37,0,27,1,65.7,81954.18,4,1,1,9,6
5.46,0,28,1,56.88,73579.97,2,1,1,7,5
6.37,0,58,0,31.5,76734.0,3,1,0,3,6
6.37,0,57,1,27.95,73603.53,1,1,0,6,6
3.64,0,56,0,29.04,68302.08,1,0,0,1,5
0.92,1,23,0,57.0,55062.0,2,0,0,2,2
6.37,0,52,0,42.72,93300.48,4,0,0,4,8
5.46,0,43,0,45.6,82353.6,4,0,0,4,7
9.09,0,57,1,36.55,96250.77,3,1,0,8,9
3.64,1,27,0,68.0,77112.0,2,0,0,2,5
7.28,0,29,1,61.77,82759.45,4,1,0,9,7
3.64,0,22,0,60.84,56216.16,4,1,1,4,3
8.18,0,42,1,49.3,95661.72,2,1,0,7,8
5.46,0,36,0,49.28,74511.36,3,1,1,3,5
4.55,0,40,0,38.4,64512.0,2,1,1,2,4
3.64,1,24,0,61.0,61488.0,1,1,1,1,3
9.09,0,58,1,33.6,90034.56,4,1,0,9,9
5.46,0,46,0,34.56,66769.92,2,1,0,2,5
6.37,0,36,0,53.12,80317.44,2,1,0,2,6
7.28,0,57,1,30.1,79265.34,4,1,0,9,7
6.37,0,47,1,32.86,71352.2,3,1,0,8,6
5.46,0,34,1,42.24,66350.59,1,1,0,6,5
8.18,0,41,1,47.2,89406.24,2,1,0,7,8
9.09,0,52,1,42.24,101477.38,2,1,0,7,9
5.46,0,34,0,53.46,76340.88,2,1,1,2,5
3.64,0,49,0,32.13,66123.54,4,0,0,4,5
2.73,1,25,0,63.0,66150.0,2,0,0,2,4
3.64,0,47,0,33.39,65911.86,4,0,0,4,5
7.28,0,33,1,56.28,85804.49,4,1,0,9,7
6.37,0,50,1,30.0,69300.0,1,1,0,6,6
5.46,0,54,0,35.88,81375.84,4,0,0,4,7
5.46,1,28,0,65.0,76440.0,3,1,1,3,5
6.37,0,28,1,59.04,76374.14,2,1,0,7,6
1.83,1,23,0,47.0,45402.0,1,1,1,1,1
1.83,0,35,0,39.0,57330.0,3,0,0,3,3
2.73,0,30,0,53.9,67914.0,1,0,0,1,4
7.28,0,29,1,63.9,85613.22,4,1,1,9,7
0.01,1,22,0,46.0,42504.0,3,0,0,3,1
7.28,0,50,0,41.0,86100.0,3,1,0,3,7
5.46,0,54,0,37.26,84505.68,2,0,0,2,7
7.28,0,31,1,62.1,88939.62,2,1,0,7,7
6.37,0,39,0,46.97,76936.86,4,1,1,4,6
5.46,0,32,1,42.16,62329.34,4,1,1,9,5
4.55,1,31,0,65.0,84630.0,2,0,0,2,6
6.37,0,58,0,36.12,87988.32,4,0,0,4,8
6.37,0,37,0,48.51,75384.54,4,1,1,4,6
6.37,0,27,1,61.32,76490.57,2,1,1,7,6
5.46,0,28,1,51.84,67060.22,1,1,0,6,5
6.37,0,41,1,37.17,70407.41,3,1,0,8,6
3.64,1,28,0,69.0,81144.0,3,0,0,3,5
8.18,0,56,1,33.0,85377.6,3,1,0,8,8
3.64,0,54,0,29.44,66769.92,3,0,0,3,5
7.28,0,45,0,45.1,85239.0,4,1,0,4,7
7.28,0,51,1,33.32,78508.58,2,1,0,7,7
5.46,0,27,1,61.32,76490.57,1,1,1,6,5
1.83,0,26,0,57.72,63030.24,3,0,0,3,3
5.46,0,53,0,38.07,84743.82,2,0,0,2,7
4.55,0,54,0,27.6,62596.8,1,1,0,1,4
7.28,0,56,1,29.48,76270.66,1,1,0,6,7
4.55,0,32,0,48.28,64888.32,3,1,0,3,4
7.28,0,49,1,36.72,83126.74,1,1,0,6,7
5.46,0,37,0,47.25,73426.5,2,1,1,2,5
6.37,0,58,1,27.72,74278.51,1,1,0,6,6
3.64,0,53,0,28.2,62773.2,3,0,0,3,5
3.64,0,28,0,51.84,60963.84,1,1,1,1,3
1.83,0,34,0,41.58,59376.24,1,0,0,1,3
5.46,0,38,0,44.02,70255.92,4,1,1,4,5
6.37,0,56,1,27.72,71717.18,4,1,0,9,6
6.37,0,44,1,33.6,68302.08,2,1,0,7,6
3.64,0,40,0,43.8,73584.0,1,0,0,1,5
5.46,0,34,1,41.58,65313.86,4,1,1,9,5
6.37,0,30,1,53.2,73735.2,4,1,1,9,6
1.83,0,28,0,51.12,60117.12,2,0,0,2,3
8.18,0,43,1,45.03,89456.6,4,1,0,9,8
8.18,0,40,1,50.4,93139.2,2,1,0,7,8
6.37,0,33,0,58.29,80789.94,2,1,1,2,6
7.28,0,49,0,41.82,86065.56,1,1,0,1,7
6.37,0,54,0,40.02,90765.36,2,0,0,2,8
5.46,0,30,1,47.6,65973.6,2,1,0,7,5
2.73,0,34,0,48.18,68801.04,2,0,0,2,4
6.37,0,49,1,31.11,70426.82,1,1,0,6,6
9.09,0,39,1,54.9,98918.82,4,1,1,9,9
0.92,0,25,0,45.0,47250.0,3,0,0,3,2
10.0,0,52,1,42.72,102630.53,4,1,0,9,10
7.28,0,53,1,32.9,80558.94,1,1,0,6,7
6.37,0,57,0,30.53,73088.82,3,1,0,3,6
7.28,0,55,1,30.15,76611.15,2,1,0,7,7
0.92,0,27,0,44.53,50497.02,2,0,0,2,2
6.37,0,50,0,45.0,94500.0,3,0,0,3,8
3.64,0,52,0,29.28,63947.52,4,0,0,4,5
7.28,0,38,1,45.88,80546.93,1,1,1,6,7
4.55,0,26,1,56.24,67555.49,1,1,1,6,4
7.28,0,39,0,54.9,89926.2,2,1,1,2,7
8.18,0,47,1,42.93,93218.2,1,1,0,6,8
8.18,0,54,1,35.42,88365.82,4,1,0,9,8
5.46,0,35,0,50.7,74529.0,1,1,0,1,5
8.18,0,54,1,34.96,87218.21,3,1,0,8,8
7.28,0,36,1,49.28,81962.5,2,1,1,7,7
7.28,0,37,1,50.4,86153.76,3,1,0,8,7
4.55,0,39,0,46.97,76936.86,3,0,0,3,6
6.37,0,45,1,34.1,70893.9,3,1,0,8,6
7.28,0,48,1,36.4,80720.64,1,1,0,6,7
6.37,0,36,1,43.52,72382.46,1,1,0,6,6
9.09,0,46,1,46.98,99841.9,2,1,0,7,9
6.37,0,36,1,42.24,70253.57,4,1,1,9,6
5.46,0,36,1,40.96,68124.67,1,1,1,6,5
5.46,0,51,0,32.34,69272.28,2,1,0,2,5
3.64,0,23,0,67.76,65456.16,4,1,1,4,3
3.64,0,34,0,48.18,68801.04,4,0,0,4,5
5.46,0,55,0,35.55,82120.5,4,0,0,4,7
0.92,0,22,0,52.26,48288.24,3,0,0,3,2
0.92,0,22,0,60.06,55495.44,3,0,0,3,2
3.64,1,27,0,69.0,78246.0,4,0,0,4,5
7.28,0,41,1,44.25,83818.35,1,1,0,6,7
2.73,0,39,0,38.43,62948.34,1,0,0,1,4
6.37,0,48,0,46.28,93300.48,2,0,0,2,8
5.46,0,31,1,46.23,66210.61,4,1,1,9,5
4.55,0,29,1,44.73,59929.25,3,1,0,8,4
7.28,0,43,0,50.73,91618.38,1,1,0,1,7
6.37,1,31,0,64.0,83328.0,4,1,1,4,6
7.28,0,41,1,41.89,79348.04,3,1,0,8,7
9.09,0,45,1,46.75,97193.25,1,1,0,6,9
4.55,0,31,0,49.68,64683.36,4,1,1,4,4
4.55,0,29,1,45.44,60880.51,2,1,1,7,4
7.28,0,46,1,37.8,80332.56,4,1,0,9,7
6.37,0,48,1,33.28,73801.73,2,1,0,7,6
8.18,0,57,1,33.11,87191.87,2,1,0,7,8
5.46,0,48,0,34.84,70237.44,2,1,0,2,5
2.73,1,23,0,49.0,47334.0,1,1,1,1,2
4.55,0,45,0,40.7,76923.0,4,0,0,4,6
4.55,0,36,0,57.6,87091.2,2,0,0,2,6
1.83,1,23,0,46.0,44436.0,1,1,1,1,1
2.73,1,32,0,49.0,65856.0,1,0,0,1,4
4.55,0,48,0,39.0,78624.0,3,0,0,3,6
8.18,0,43,1,48.45,96250.77,1,1,0,6,8
2.73,0,31,0,52.44,68276.88,4,0,0,4,4
10.0,0,51,1,43.61,102753.88,3,1,0,8,10
5.46,0,49,0,31.62,65073.96,2,1,0,2,5
6.37,0,47,0,38.16,75327.84,1,1,0,1,6
7.28,0,51,1,34.3,80817.66,4,1,0,9,7
4.55,1,32,0,51.0,68544.0,1,1,1,1,4
3.64,0,43,0,39.33,71029.98,1,0,0,1,5
2.73,0,22,0,60.06,55495.44,1,1,1,1,2
2.73,0,27,0,44.53,50497.02,3,1,1,3,2
9.09,0,44,1,50.4,102453.12,2,1,0,7,9
6.37,0,47,1,33.92,73653.89,1,1,0,6,6
3.64,0,54,0,27.6,62596.8,4,0,0,4,5
2.73,0,24,0,48.64,49029.12,1,1,1,1,2
2.73,0,27,0,61.32,69536.88,3,0,0,3,4
5.46,0,30,1,49.7,68884.2,4,1,1,9,5
4.55,0,46,0,42.66,82419.12,2,0,0,2,6
3.64,0,53,0,30.08,66958.08,3,0,0,3,5
5.46,0,27,1,54.02,67384.55,3,1,0,8,5
6.37,0,39,1,37.82,68144.08,4,1,1,9,6
9.09,0,52,1,40.32,96864.77,2,1,0,7,9
6.37,0,58,1,25.62,68651.35,3,1,0,8,6
6.37,0,30,1,53.2,73735.2,3,1,1,8,6
7.28,0,48,1,35.36,78414.34,1,1,0,6,7
0.92,0,25,0,48.0,50400.0,3,0,0,3,2
10.0,0,58,1,36.54,97912.58,4,1,0,9,10
5.46,0,27,1,54.02,67384.55,4,1,1,9,5
4.55,1,33,0,51.0,70686.0,1,1,1,1,4
3.64,0,53,0,29.61,65911.86,1,0,0,1,5
4.55,0,52,0,33.6,73382.4,4,0,0,4,6
8.18,0,45,1,41.25,85758.75,2,1,0,7,8
7.28,0,49,1,34.68,78508.58,1,1,0,6,7
6.37,0,39,1,42.09,75837.76,4,1,0,9,6
5.46,0,55,0,29.25,67567.5,1,1,0,1,5
10.0,0,49,1,45.9,103908.42,2,1,0,7,10
8.18,0,48,1,39.0,86486.4,2,1,0,7,8
10.0,0,49,1,45.39,102753.88,4,1,0,9,10
5.46,0,57,0,35.69,85441.86,2,0,0,2,7
5.46,0,42,0,51.04,90034.56,2,0,0,2,7
5.46,0,42,0,39.44,69572.16,1,1,0,1,5
4.55,0,30,1,42.7,59182.2,2,1,0,7,4
5.46,0,56,0,29.04,68302.08,2,1,0,2,5
7.28,0,58,0,36.12,87988.32,3,1,0,3,7
5.46,0,54,0,36.8,83462.4,4,0,0,4,7
8.18,0,44,1,42.56,86515.97,3,1,0,8,8
6.37,0,33,1,47.57,72525.22,2,1,1,7,6
9.09,0,46,1,46.98,99841.9,4,1,0,9,9
2.73,0,28,0,57.6,67737.6,4,0,0,4,4
6.37,0,56,0,33.44,78650.88,1,1,0,1,6
5.46,0,48,0,43.68,88058.88,4,0,0,4,7
6.37,0,52,0,43.2,94348.8,4,0,0,4,8
5.46,0,47,0,45.05,88928.7,3,0,0,3,7
8.18,0,38,1,50.22,88166.23,4,1,1,9,8
1.83,1,23,0,61.0,58926.0,3,0,0,3,3
7.28,0,58,1,28.14,75403.94,4,1,0,9,7
5.46,0,47,0,33.92,66958.08,4,1,0,4,5
6.37,0,33,1,50.92,77632.63,2,1,1,7,6
5.46,1,30,0,62.0,78120.0,3,1,1,3,5
4.55,0,27,0,58.4,66225.6,2,1,1,2,4
4.55,0,56,0,26.4,62092.8,2,1,0,2,4
4.55,0,44,0,44.8,82790.4,3,0,0,3,6
7.28,0,37,1,51.03,87230.68,1,1,1,6,7
0.92,0,23,0,56.98,55042.68,1,0,0,1,2
6.37,0,40,1,37.2,68745.6,3,1,0,8,6
7.28,0,35,1,48.75,78828.75,4,1,0,9,7
3.64,1,26,0,55.0,60060.0,4,1,1,4,3
7.28,0,33,1,58.96,89890.42,1,1,0,6,7
7.28,0,43,1,42.75,84927.15,1,1,0,6,7
3.64,0,38,0,47.74,76193.04,2,0,0,2,5
2.73,0,45,0,33.0,62370.0,2,0,0,2,4
5.46,0,30,1,52.5,72765.0,1,1,1,6,5
8.18,0,57,1,31.82,83794.79,4,1,0,9,8
5.46,0,47,0,34.45,68004.3,3,1,0,3,5
6.37,0,28,1,61.2,79168.32,4,1,0,9,6
8.18,0,50,1,39.5,91245.0,3,1,0,8,8
7.28,0,46,1,35.64,75742.13,3,1,0,8,7
6.37,0,26,1,65.12,78222.14,3,1,0,8,6
5.46,0,40,1,36.0,66528.0,3,1,1,8,5
5.46,0,33,1,41.54,63331.88,3,1,0,8,5
3.64,0,42,0,40.6,71618.4,3,0,0,3,5
9.09,0,58,1,36.96,99038.02,1,1,0,6,9
3.64,0,35,0,53.3,78351.0,1,0,0,1,5
7.28,0,48,1,36.4,80720.64,2,1,0,7,7
6.37,0,53,1,28.67,70201.36,4,1,0,9,6
4.55,0,50,0,39.0,81900.0,1,0,0,1,6
4.55,0,58,0,28.98,70595.28,4,0,0,4,6
5.46,0,56,0,35.2,82790.4,4,0,0,4,7
7.28,0,48,1,35.36,78414.34,3,1,0,8,7
8.18,0,57,1,32.25,84927.15,4,1,0,9,8
9.09,0,51,1,42.63,100444.81,1,1,0,6,9
2.73,0,28,0,61.92,72817.92,1,0,0,1,4
5.46,0,49,0,31.62,65073.96,3,1,0,3,5
3.64,0,56,0,29.92,70371.84,1,0,0,1,5
3.64,0,41,0,41.3,71118.6,4,0,0,4,5
3.64,0,32,0,43.52,58490.88,2,1,1,2,3
8.18,0,48,1,42.12,93405.31,2,1,0,7,8
7.28,0,53,1,32.9,80558.94,4,1,0,9,7
6.37,0,38,1,44.02,77281.51,2,1,0,7,6
1.83,0,35,0,39.65,58285.5,2,0,0,2,3
5.46,0,46,0,34.02,65726.64,3,1,0,3,5
8.18,0,41,1,47.2,89406.24,1,1,0,6,8
6.37,0,36,1,47.36,78769.15,2,1,1,7,6
4.55,0,34,0,42.9,61261.2,1,1,1,1,4
3.64,0,28,0,63.36,74511.36,3,0,0,3,5
7.28,0,55,1,31.95,81184.95,1,1,0,6,7
5.46,0,35,0,49.4,72618.0,4,1,1,4,5
3.64,1,28,0,51.0,59976.0,4,1,1,4,3
5.46,0,39,1,38.43,69243.17,2,1,1,7,5
3.64,0,36,0,49.92,75479.04,1,0,0,1,5
5.46,0,39,0,43.92,71940.96,3,1,1,3,5
6.37,1,32,0,67.0,90048.0,1,1,1,1,6
9.09,0,54,1,38.18,95251.46,2,1,0,7,9
1.83,1,26,0,59.0,64428.0,1,0,0,1,3
6.37,0,49,1,30.6,69272.28,3,1,0,8,6
6.37,1,32,0,63.0,84672.0,2,1,1,2,6
0.92,1,24,0,52.0,52416.0,2,0,0,2,2
4.55,1,28,0,59.0,69384.0,3,1,1,3,4
6.37,0,38,1,44.02,77281.51,3,1,1,8,6
6.37,0,43,1,35.91,71338.81,1,1,0,6,6
4.55,0,48,0,36.92,74430.72,2,0,0,2,6
7.28,0,49,1,33.66,76199.51,2,1,0,7,7
8.18,0,46,0,47.52,91808.64,4,1,0,4,8
6.37,0,55,0,40.05,92515.5,3,0,0,3,8
7.28,0,48,1,35.88,79567.49,3,1,0,8,7
6.37,0,29,1,55.38,74198.12,3,1,1,8,6
2.73,0,22,0,57.72,53333.28,3,1,1,3,2
5.46,0,32,1,46.92,69366.53,3,1,1,8,5
1.83,1,24,0,63.0,63504.0,4,0,0,4,3
8.18,0,49,1,41.31,93517.58,1,1,0,6,8
9.09,0,44,1,47.6,96761.28,2,1,0,7,9
4.55,0,39,0,47.58,77936.04,3,0,0,3,6
7.28,0,52,1,32.16,77261.18,4,1,0,9,7
6.37,0,28,1,56.88,73579.97,4,1,1,9,6
3.64,0,42,0,39.44,69572.16,2,0,0,2,5
5.46,0,27,1,56.21,70116.35,4,1,1,9,5
9.09,0,55,1,36.9,93762.9,3,1,0,8,9
8.18,0,49,1,37.23,84281.27,4,1,0,9,8
5.46,0,57,0,26.66,63824.04,3,1,0,3,5
7.28,0,54,1,29.44,73446.91,3,1,0,8,7
7.28,0,47,0,42.93,84743.82,4,1,0,4,7
3.64,0,27,0,51.1,57947.4,3,1,1,3,3
6.37,0,43,0,47.31,85441.86,1,1,0,1,6
3.64,0,55,0,28.8,66528.0,2,0,0,2,5
4.55,0,41,0,46.61,80262.42,1,0,0,1,6
1.83,0,31,0,45.54,59293.08,1,0,0,1,3
6.37,0,50,1,30.5,70455.0,3,1,0,8,6
7.28,1,33,0,66.0,91476.0,4,1,1,4,7
1.83,0,23,0,66.22,63968.52,2,0,0,2,3
6.37,0,56,0,33.0,77616.0,1,1,0,1,6
9.09,0,53,1,38.07,93218.2,4,1,0,9,9
6.37,0,28,1,61.92,80099.71,1,1,1,6,6
6.37,0,29,1,55.38,74198.12,4,1,0,9,6
5.46,0,44,0,49.28,91069.44,3,0,0,3,7
6.37,0,32,1,48.28,71377.15,4,1,0,9,6
6.37,1,33,0,59.0,81774.0,2,1,1,2,6
6.37,0,41,1,36.58,69289.84,4,1,0,9,6
5.46,0,52,0,30.72,67092.48,3,1,0,3,5
2.73,0,47,0,31.8,62773.2,2,0,0,2,4
5.46,0,28,1,50.4,65197.44,2,1,1,7,5
8.18,0,33,1,59.63,90911.9,3,1,1,8,8
5.46,0,26,1,58.46,70222.15,1,1,1,6,5
3.64,0,42,0,41.76,73664.64,2,0,0,2,5
9.09,0,53,1,38.07,93218.2,2,1,0,7,9
4.55,0,49,0,39.78,81867.24,1,0,0,1,6
5.46,1,30,0,63.0,79380.0,1,1,1,1,5
7.28,0,55,1,29.7,75467.7,4,1,0,9,7
6.37,0,44,0,41.44,76581.12,4,1,0,4,6
5.46,0,58,0,35.7,86965.2,1,0,0,1,7
4.55,0,36,0,42.88,64834.56,3,1,1,3,4
5.46,0,38,1,38.44,67485.26,2,1,1,7,5
4.55,1,26,0,64.0,69888.0,1,1,1,1,4
5.46,0,38,0,45.26,72234.96,3,1,0,3,5
1.83,0,25,0,57.75,60637.5,3,0,0,3,3
0.92,1,25,0,47.0,49350.0,1,0,0,1,2
6.37,0,26,1,65.12,78222.14,2,1,0,7,6
1.83,0,24,0,57.0,57456.0,3,0,0,3,3
5.46,0,41,0,52.51,90422.22,2,0,0,2,7
5.46,0,46,0,32.94,63640.08,4,1,0,4,5
8.18,0,49,1,39.27,88899.43,4,1,0,9,8
6.37,0,45,1,36.3,75467.7,1,1,0,6,6
3.64,1,27,0,68.0,77112.0,1,0,0,1,5
0.92,0,22,0,48.36,44684.64,4,0,0,4,2
3.64,1,24,0,64.0,64512.0,2,1,1,2,3
6.37,0,30,1,56.7,78586.2,1,1,1,6,6
7.28,0,56,0,36.08,84860.16,3,1,0,3,7
8.18,0,36,1,57.6,95800.32,3,1,1,8,8
7.28,0,37,1,51.66,88307.6,1,1,1,6,7
7.28,0,48,1,35.36,78414.34,2,1,0,7,7
5.46,0,55,0,37.35,86278.5,1,0,0,1,7
4.55,1,31,0,65.0,84630.0,1,0,0,1,6
3.64,1,24,0,63.0,63504.0,1,1,1,1,3
6.37,0,46,1,32.4,68856.48,4,1,0,9,6
5.46,0,36,0,51.84,78382.08,1,1,1,1,5
4.55,0,24,0,67.64,68181.12,3,1,1,3,4
6.37,0,38,0,51.46,82130.16,4,1,0,4,6
2.73,1,25,0,68.0,71400.0,3,0,0,3,4
8.18,0,56,1,32.12,83100.86,3,1,0,8,8
9.09,0,46,1,44.82,95251.46,2,1,0,7,9
1.83,1,22,0,47.0,43428.0,3,1,1,3,1
6.37,0,47,0,37.63,74281.62,3,1,0,3,6
1.83,1,22,0,63.0,58212.0,3,0,0,3,3
6.37,0,50,1,30.0,69300.0,4,1,0,9,6
8.18,0,44,1,44.8,91069.44,2,1,0,7,8
6.37,0,27,1,65.7,81954.18,2,1,1,7,6
6.37,0,39,1,39.04,70342.27,2,1,1,7,6
1.83,0,25,0,60.0,63000.0,4,0,0,4,3
2.73,0,24,0,68.4,68947.2,3,0,0,3,4
3.64,0,23,0,60.83,58761.78,1,1,1,1,3
5.46,0,50,0,33.5,70350.0,3,1,0,3,5
5.46,0,48,0,45.76,92252.16,1,0,0,1,7
7.28,0,45,1,40.15,83471.85,3,1,0,8,7
4.55,0,40,0,36.6,61488.0,2,1,0,2,4
1.83,0,23,0,65.45,63224.7,3,0,0,3,3
5.46,0,46,0,38.88,75116.16,1,1,0,1,5
8.18,0,36,1,55.68,92606.98,1,1,0,6,8
7.28,0,55,1,31.5,80041.5,3,1,0,8,7
3.64,0,43,0,38.19,68971.14,1,0,0,1,5
7.28,0,50,1,35.5,82005.0,1,1,0,6,7
7.28,0,52,0,40.8,89107.2,2,1,0,2,7
7.28,0,37,1,49.77,85076.84,3,1,0,8,7
5.46,1,29,0,61.0,74298.0,4,1,1,4,5
4.55,0,34,0,42.9,61261.2,3,1,1,3,4
6.37,0,52,0,41.76,91203.84,4,0,0,4,8
3.64,1,32,0,58.0,77952.0,4,0,0,4,5
6.37,0,37,1,44.1,75384.54,3,1,0,8,6
2.73,1,28,0,59.0,69384.0,4,0,0,4,4
9.09,0,49,1,42.84,96981.19,2,1,0,7,9
8.18,0,54,0,40.48,91808.64,3,1,0,3,8
7.28,0,51,1,34.3,80817.66,3,1,0,8,7
4.55,1,28,0,55.0,64680.0,4,1,1,4,4
9.09,0,46,1,45.36,96399.07,2,1,0,7,9
7.28,0,35,1,50.7,81981.9,3,1,1,8,7
5.46,0,40,0,40.8,68544.0,2,1,0,2,5
9.09,0,40,1,53.4,98683.2,3,1,0,8,9
4.55,0,35,0,58.5,85995.0,2,0,0,2,6
2.73,0,23,0,53.13,51323.58,4,1,1,4,2
3.64,0,55,0,31.05,71725.5,1,0,0,1,5
7.28,0,49,1,34.68,78508.58,2,1,0,7,7
6.37,0,29,1,58.93,78954.41,1,1,0,6,6
7.28,0,54,1,31.28,78037.34,1,1,0,6,7
2.73,0,42,0,36.54,64456.56,3,0,0,3,4
5.46,0,57,0,28.81,68971.14,4,1,0,4,5
4.55,0,36,0,40.96,61931.52,2,1,1,2,4
5.46,0,40,0,54.0,90720.0,2,0,0,2,7
5.46,0,26,1,60.68,72888.82,4,1,0,9,5
6.37,0,46,0,40.5,78246.0,2,1,0,2,6
7.28,0,36,1,48.0,79833.6,4,1,1,9,7
7.28,0,56,1,30.36,78547.39,1,1,0,6,7
7.28,0,40,1,42.0,77616.0,4,1,1,9,7
9.09,0,51,1,39.69,93517.58,4,1,0,9,9
8.18,0,52,1,37.92,91099.01,2,1,0,7,8
6.37,0,39,0,46.97,76936.86,3,1,1,3,6
9.09,0,48,1,44.2,98017.92,4,1,0,9,9
4.55,1,25,0,68.0,71400.0,1,1,1,1,4
6.37,0,48,0,40.04,80720.64,1,1,0,1,6
6.37,0,43,0,51.3,92647.8,4,0,0,4,8
8.18,0,43,1,47.88,95118.41,1,1,0,6,8
6.37,0,55,0,34.65,80041.5,2,1,0,2,6
5.46,0,47,0,45.05,88928.7,3,0,0,3,7
4.55,0,35,0,56.55,83128.5,1,0,0,1,6
5.46,0,53,0,32.43,72189.18,2,1,0,2,5
6.37,0,37,0,54.18,84195.72,4,1,1,4,6
4.55,0,39,0,46.36,75937.68,4,0,0,4,6
5.46,0,56,0,36.52,85895.04,4,0,0,4,7
7.28,0,41,1,43.07,81583.19,1,1,0,6,7
4.55,0,51,0,33.32,71371.44,4,0,0,4,6
6.37,0,49,0,45.9,94462.2,3,0,0,3,8
5.46,0,56,0,26.4,62092.8,4,1,0,4,5
3.64,0,56,0,29.48,69336.96,1,0,0,1,5
7.28,0,36,1,48.0,79833.6,3,1,1,8,7
2.73,0,27,0,63.51,72020.34,2,0,0,2,4
8.18,0,47,1,40.28,87463.99,2,1,0,7,8
8.18,0,53,1,34.31,84011.47,3,1,0,8,8
2.73,1,24,0,45.0,45360.0,2,1,1,2,2
7.28,0,53,1,32.9,80558.94,2,1,0,7,7
4.55,0,52,0,35.04,76527.36,4,0,0,4,6
0.01,0,22,0,50.7,46846.8,1,0,0,1,1
7.28,0,49,1,33.15,75044.97,4,1,0,9,7
7.28,0,57,1,30.96,81530.06,1,1,0,6,7
8.18,0,40,1,47.4,87595.2,2,1,1,7,8
5.46,0,55,0,34.2,79002.0,4,0,0,4,7
4.55,0,43,0,43.32,78235.92,4,0,0,4,6
4.55,0,48,0,39.0,78624.0,1,0,0,1,6
2.73,0,34,0,46.2,65973.6,4,0,0,4,4
4.55,0,26,1,52.54,63111.05,2,1,0,7,4
7.28,0,49,1,36.21,81972.2,4,1,0,9,7
4.55,0,57,0,33.54,80294.76,2,0,0,2,6
5.46,0,38,0,43.4,69266.4,3,1,0,3,5
2.73,0,52,0,28.8,62899.2,2,0,0,2,4
1.83,1,31,0,45.0,58590.0,1,0,0,1,3
9.09,0,50,1,40.5,93555.0,3,1,0,8,9
6.37,1,29,0,69.0,84042.0,4,1,1,4,6
8.18,0,55,1,34.2,86902.2,2,1,0,7,8
5.46,0,39,0,45.75,74938.5,3,1,1,3,5
8.18,0,57,1,34.4,90588.96,1,1,0,6,8
9.09,0,51,1,40.67,95826.65,2,1,0,7,9
3.64,1,33,0,56.0,77616.0,1,0,0,1,5
5.46,0,43,0,50.73,91618.38,1,0,0,1,7
3.64,1,24,0,57.0,57456.0,3,1,1,3,3
2.73,1,25,0,64.0,67200.0,4,0,0,4,4
6.37,0,56,0,31.24,73476.48,2,1,0,2,6
2.73,1,33,0,48.0,66528.0,1,0,0,1,4
9.09,0,56,1,38.28,99038.02,1,1,0,6,9
4.55,0,42,0,44.08,77757.12,4,0,0,4,6
2.73,0,25,0,64.5,67725.0,2,0,0,2,4
3.64,0,27,0,49.64,56291.76,4,1,1,4,3
3.64,1,22,0,62.0,57288.0,3,1,1,3,3
4.55,0,27,1,45.99,57367.93,2,1,0,7,4
7.28,0,33,1,56.28,85804.49,1,1,0,6,7
6.37,0,45,1,34.1,70893.9,2,1,0,7,6
4.55,0,34,0,47.52,67858.56,2,1,1,2,4
7.28,0,58,1,30.66,82156.54,2,1,0,7,7
5.46,0,34,0,54.12,77283.36,1,1,1,1,5
9.09,0,45,1,46.2,96049.8,4,1,0,9,9
5.46,0,32,0,52.36,70371.84,4,1,1,4,5
4.55,0,40,0,37.2,62496.0,2,1,1,2,4
6.37,0,51,1,29.89,70426.82,2,1,0,7,6
7.28,0,51,1,34.79,81972.2,1,1,0,6,7
4.55,0,28,1,46.8,60540.48,3,1,0,8,4
3.64,1,28,0,50.0,58800.0,2,1,1,2,3
8.18,0,50,1,39.0,90090.0,4,1,0,9,8
